,id,full_name,language,#commitsBeforeFollowUp,#DevsBeforeFollowUp,SQ/NonSQ,#commitsDuringFollowUp,age_in_ASF,n_closed_issues_start,start_mean_velocity,start_median_velocity,open_issues_at_start,n_created_issues_start,n_closed_issues_end,end_mean,end_median,open_issues_at_end,difference_of_means,difference_of_medians,n_created_issues_end,root_project
951,107530866,apache/kibble-website,HTML,29,4,NonSQ,10,685 days 08:25:12,0,NaT,NaT,1,1,0,NaT,NaT,2,NaT,NaT,0,kibble
952,107537813,apache/kibble-scanners,Python,173,2,NonSQ,4,954 days 02:52:01,1,0 days 19:34:40,0 days 19:34:40,2,1,0,NaT,NaT,4,NaT,NaT,0,kibble
953,107537951,apache/kibble-1,Python,666,10,NonSQ,1,1112 days 16:22:30,75,16 days 08:26:42.586666666,0 days 12:11:44,11,95,0,NaT,NaT,32,NaT,NaT,1,kibble
955,107956064,apache/sling-org-apache-sling-scripting-sightly-testing,Java,198,7,SQ,35,2036 days 20:54:34,0,NaT,NaT,0,1,2,265 days 12:03:34.500000,265 days 12:03:34.500000,1,NaT,NaT,1,sling
957,108122221,apache/sling-aggregator,Groovy,100,10,NonSQ,34,1082 days 17:24:03,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0,sling
958,108306709,apache/accumulo-docker,Dockerfile,13,5,NonSQ,12,1075 days 02:40:00,2,0 days 05:21:33,0 days 05:21:33,1,2,10,52 days 18:52:11.800000,0 days 02:12:40.500000,2,52 days 13:30:38.800000,-1 days +20:51:07.500000,10,accumulo
961,108749082,apache/maven-dist-tool,,312,12,NonSQ,84,2770 days 09:46:18,0,NaT,NaT,0,0,16,24 days 21:58:44.937500,15 days 00:06:07.500000,1,NaT,NaT,20,maven
962,108944474,apache/openwhisk-package-deploy,Scala,21,4,NonSQ,1,390 days 03:52:09,0,NaT,NaT,8,0,0,NaT,NaT,8,NaT,NaT,0,openwhisk
963,109401796,apache/sling-whiteboard,Java,1434,24,SQ,295,1351 days 04:29:35,3,289 days 03:43:24,49 days 21:45:56,4,1,0,NaT,NaT,10,NaT,NaT,11,sling
964,109480449,apache/maven-apache-parent,Shell,416,24,NonSQ,130,5240 days 09:09:27,6,41 days 02:55:52,15 days 09:59:17,0,6,28,40 days 23:39:36.607142857,26 days 06:27:22.500000,0,-1 days +20:43:44.607142857,10 days 20:28:05.500000,32,maven
965,109480476,apache/maven-parent,Shell,798,42,NonSQ,104,5243 days 18:59:08,3,21 days 04:38:08,19 days 17:47:33,0,3,35,45 days 19:18:58.171428571,9 days 23:16:57,7,24 days 14:40:50.171428571,-10 days +05:29:24,29,maven
966,109480524,apache/maven-fluido-skin,Groovy,414,20,NonSQ,40,3208 days 20:18:51,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0,maven
967,109480544,apache/maven-doxia-converter,Java,140,13,NonSQ,26,4612 days 19:25:23,7,35 days 16:36:18.571428571,33 days 15:41:16,1,6,7,16 days 04:26:55.285714285,0 days 02:02:54,1,-20 days +11:50:36.714285714,-34 days +10:21:38,10,maven
968,109480582,apache/maven-doxia-linkcheck,HTML,97,8,NonSQ,7,4614 days 02:50:40,4,1 days 12:49:06.500000,0 days 23:58:05.500000,0,4,0,NaT,NaT,0,NaT,NaT,0,maven
969,109664735,apache/commons-testing,Java,35,3,NonSQ,10,1110 days 17:02:03,0,NaT,NaT,7,1,0,NaT,NaT,11,NaT,NaT,2,commons
970,109810936,apache/sling-org-apache-sling-launchpad-base,Java,432,12,SQ,14,4630 days 04:18:17,3,0 days 20:09:25.333333333,0 days 00:04:18,1,3,0,NaT,NaT,1,NaT,NaT,0,sling
971,109984864,apache/openwhisk-release,Shell,215,12,NonSQ,44,1148 days 03:45:36,26,198 days 16:07:31.692307692,1 days 11:30:11,11,23,3,27 days 18:09:14.333333333,1 days 01:03:53,7,-171 days +02:01:42.641025641,-1 days +13:33:42,2,openwhisk
972,111731328,apache/sling-org-apache-sling-junit-teleporter,Java,103,12,SQ,5,1798 days 13:25:53,0,NaT,NaT,0,0,1,2 days 08:53:00,2 days 08:53:00,0,NaT,NaT,2,sling
973,111731345,apache/sling-org-apache-sling-commons-testing,Java,174,14,SQ,5,4201 days 07:35:40,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0,sling
974,111731875,apache/sling-tooling-release,Shell,33,6,NonSQ,7,2148 days 11:27:52,0,NaT,NaT,1,0,0,NaT,NaT,1,NaT,NaT,0,sling
975,112037237,apache/maven-resolver-ant-tasks,Java,147,10,NonSQ,28,3314 days 06:01:52,2,79 days 05:17:19.500000,79 days 05:17:19.500000,2,1,0,NaT,NaT,1,NaT,NaT,1,maven
976,112101025,apache/directory-mavibot,Java,580,6,NonSQ,1,2964 days 18:09:55,0,NaT,NaT,7,0,0,NaT,NaT,7,NaT,NaT,1,directory
977,112120225,apache/maven-jenkins-env,Groovy,120,9,NonSQ,20,1055 days 18:42:42,1,6 days 04:23:41,6 days 04:23:41,0,1,0,NaT,NaT,0,NaT,NaT,0,maven
978,112120253,apache/maven-jenkins-lib,Groovy,159,9,NonSQ,38,1056 days 18:58:37,0,NaT,NaT,0,0,3,5 days 08:24:05.666666666,0 days 18:16:02,1,NaT,NaT,3,maven
979,113041753,apache/daffodil-site,HTML,112,5,NonSQ,70,1107 days 02:52:38,5,1 days 02:23:41.200000,0 days 01:49:32,0,5,12,4 days 07:09:58.750000,0 days 22:57:38.500000,1,3 days 04:46:17.550000,0 days 21:08:06.500000,13,daffodil
980,113086218,apache/mynewt-nimble,C,4001,63,NonSQ,728,1908 days 08:43:00,48,59 days 03:29:20.395833333,9 days 21:10:01.500000,106,60,112,18 days 22:23:24,1 days 22:23:36.500000,139,-41 days +18:54:03.604166667,-8 days +01:13:35,133,mynewt
981,113151343,apache/servicecomb-website,HTML,1233,65,NonSQ,31,1301 days 18:40:43,4,20 days 20:48:48.250000,1 days 14:20:56,1,5,6,55 days 17:13:12.666666667,0 days 00:18:56,1,34 days 20:24:24.416666667,-2 days +09:58:00,5,servicecomb
982,113273448,apache/mynewt-mcumgr,C,258,32,NonSQ,53,1098 days 14:21:16,13,14 days 18:50:23.461538461,8 days 15:26:38,14,16,2,1 days 22:59:50,1 days 22:59:50,27,-13 days +04:09:26.538461539,-7 days +07:33:12,2,mynewt
983,113483736,apache/maven-archiver,Java,316,21,NonSQ,32,5271 days 04:57:43,7,10 days 20:39:02.142857142,0 days 00:38:29,1,8,0,NaT,NaT,1,NaT,NaT,0,maven
984,113483910,apache/maven-artifact-transfer,Java,268,14,NonSQ,28,2116 days 04:04:17,5,1 days 13:27:42,0 days 02:39:23,1,5,18,53 days 22:09:35,26 days 14:11:39,6,52 days 08:41:53,26 days 11:32:16,16,maven
985,113484009,apache/maven-dependency-analyzer,Java,247,28,NonSQ,55,5034 days 20:02:36,15,9 days 19:44:44.200000,0 days 09:39:39,1,17,4,32 days 21:53:52.500000,18 days 14:24:59,1,23 days 02:09:08.300000,18 days 04:45:20,9,maven
986,113484035,apache/maven-dependency-tree,Java,228,20,NonSQ,50,5150 days 00:04:12,1,75 days 22:17:51,75 days 22:17:51,3,1,13,36 days 16:24:12.307692307,3 days 08:07:59,2,-40 days +18:06:21.307692307,-73 days +09:50:08,14,maven
987,113484086,apache/maven-filtering,Java,325,19,NonSQ,38,4409 days 03:02:32,5,1 days 06:31:30.800000,0 days 02:43:46,1,5,18,25 days 00:01:35.277777777,19 days 11:18:47.500000,2,23 days 17:30:04.477777777,19 days 08:35:01.500000,24,maven
988,113484114,apache/maven-invoker,Java,226,20,NonSQ,69,5324 days 20:48:25,3,55 days 03:20:17,25 days 04:59:43,1,3,10,22 days 08:48:38,6 days 23:55:02,1,-33 days +05:28:21,-19 days +18:55:19,9,maven
989,113484146,apache/maven-jarsigner,Java,122,10,NonSQ,1,3227 days 23:47:13,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0,maven
990,113484173,apache/maven-mapping,Java,67,7,NonSQ,1,2598 days 05:41:00,6,0 days 02:35:15.166666666,0 days 01:48:56,0,6,0,NaT,NaT,0,NaT,NaT,0,maven
991,113484207,apache/maven-project-utils,Java,89,7,NonSQ,3,2715 days 01:30:23,4,0 days 18:05:43.500000,0 days 01:06:38,0,4,2,1 days 08:49:51.500000,1 days 08:49:51.500000,0,0 days 14:44:08,1 days 07:43:13.500000,2,maven
992,113484230,apache/maven-reporting-api,Java,53,10,NonSQ,25,4171 days 18:48:52,0,NaT,NaT,0,0,8,65 days 19:11:11.375000,68 days 00:02:46.500000,4,NaT,NaT,5,maven
993,113484252,apache/maven-reporting-exec,Java,146,10,NonSQ,46,3470 days 00:00:28,0,NaT,NaT,0,0,1,10 days 03:22:59,10 days 03:22:59,1,NaT,NaT,1,maven
994,113484282,apache/maven-reporting-impl,Java,162,15,NonSQ,41,5107 days 16:54:30,4,0 days 16:47:45.500000,0 days 05:52:42.500000,0,4,8,11 days 06:31:47.250000,5 days 10:33:52.500000,1,10 days 13:44:01.750000,5 days 04:41:10,9,maven
995,113484367,apache/maven-script-interpreter,Java,132,11,NonSQ,35,3323 days 13:15:59,28,3 days 18:16:14.714285714,0 days 01:07:16.500000,2,27,18,19 days 22:21:42.944444444,6 days 23:59:29,1,16 days 04:05:28.230158730,6 days 22:52:12.500000,18,maven
996,113484401,apache/maven-shared-incremental,Java,57,8,NonSQ,8,2899 days 01:57:32,0,NaT,NaT,0,0,15,11 days 18:21:38,0 days 20:49:31,1,NaT,NaT,16,maven
997,113484423,apache/maven-shared-io,Java,117,15,NonSQ,10,5368 days 10:08:30,9,0 days 08:10:18.222222222,0 days 12:12:31,5,5,1,0 days 05:27:43,0 days 05:27:43,0,-1 days +21:17:24.777777778,-1 days +17:15:12,2,maven
998,113484431,apache/maven-shared-jar,Java,93,16,NonSQ,2,4851 days 10:31:08,1,0 days 04:16:18,0 days 04:16:18,0,1,1,0 days 21:50:03,0 days 21:50:03,0,0 days 17:33:45,0 days 17:33:45,1,maven
999,113484447,apache/maven-shared-resources,Shell,46,6,NonSQ,14,3530 days 07:28:26,0,NaT,NaT,0,0,6,48 days 21:23:30.666666666,9 days 15:57:13,1,NaT,NaT,5,maven
1000,113484466,apache/maven-shared-utils,Java,444,24,NonSQ,58,3044 days 23:41:34,9,1 days 18:52:12,0 days 01:13:01,3,12,26,16 days 10:12:43.153846153,5 days 23:29:28,5,14 days 15:20:31.153846153,5 days 22:16:27,31,maven
1001,113484496,apache/maven-verifier,Java,235,21,NonSQ,52,5109 days 22:03:51,1,0 days 13:52:36,0 days 13:52:36,1,1,35,13 days 01:57:59.657142857,1 days 08:34:51,4,12 days 12:05:23.657142857,0 days 18:42:15,35,maven
1002,113485886,apache/maven-common-artifact-filters,Java,183,19,NonSQ,37,5086 days 03:46:15,13,2 days 20:15:20.076923076,0 days 09:31:31,0,14,4,15 days 04:03:16.750000,2 days 21:00:19,0,12 days 07:47:56.673076924,2 days 11:28:48,4,maven
1003,113488213,apache/maven-site-plugin,Java,1314,33,NonSQ,98,5663 days 12:54:15,2,0 days 00:02:33.500000,0 days 00:02:33.500000,35,4,45,317 days 13:46:57.244444444,9 days 01:05:10,41,317 days 13:44:23.744444444,9 days 01:02:36.500000,39,maven
1004,113488245,apache/maven-pdf-plugin,Java,312,17,NonSQ,50,4232 days 06:20:06,0,NaT,NaT,7,2,6,41 days 18:32:44.833333333,17 days 23:09:30.500000,9,NaT,NaT,9,maven
1008,113563925,apache/fineract-cn-portfolio,Java,329,12,NonSQ,2,943 days 03:49:24,0,NaT,NaT,0,0,1,190 days 01:53:40,190 days 01:53:40,1,NaT,NaT,0,fineract
1009,113563972,apache/fineract-cn-deposit-account-management,Java,90,10,NonSQ,15,874 days 08:59:52,0,NaT,NaT,0,0,0,NaT,NaT,2,NaT,NaT,0,fineract
1010,113564038,apache/fineract-cn-accounting,Java,188,12,NonSQ,2,944 days 06:15:27,0,NaT,NaT,0,1,1,190 days 03:15:37,190 days 03:15:37,3,NaT,NaT,0,fineract
1011,113564089,apache/fineract-cn-customer,Java,122,12,NonSQ,6,944 days 19:28:29,0,NaT,NaT,0,1,0,NaT,NaT,2,NaT,NaT,0,fineract
1013,113564233,apache/fineract-cn-teller,Java,138,12,NonSQ,2,861 days 14:15:18,0,NaT,NaT,2,0,0,NaT,NaT,2,NaT,NaT,0,fineract
1014,113564280,apache/fineract-cn-cheques,Java,46,9,NonSQ,2,998 days 04:08:21,0,NaT,NaT,1,0,1,180 days 13:20:04,180 days 13:20:04,2,NaT,NaT,0,fineract
1015,113564340,apache/fineract-cn-payroll,Java,62,12,NonSQ,2,1286 days 21:55:30,2,0 days 00:02:17,0 days 00:02:17,0,3,0,NaT,NaT,0,NaT,NaT,0,fineract
1016,113564382,apache/fineract-cn-reporting,Java,57,9,NonSQ,2,838 days 19:21:48,0,NaT,NaT,0,1,0,NaT,NaT,0,NaT,NaT,0,fineract
1017,113564429,apache/fineract-cn-office,Java,63,10,NonSQ,2,945 days 05:25:59,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0,fineract
1018,113564470,apache/fineract-cn-rhythm,Java,115,9,NonSQ,2,925 days 09:29:41,0,NaT,NaT,0,0,1,190 days 00:55:24,190 days 00:55:24,2,NaT,NaT,0,fineract
1019,113564534,apache/fineract-cn-provisioner,Java,102,9,NonSQ,2,948 days 07:28:56,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0,fineract
1024,113565685,apache/fineract-cn-identity,Java,139,9,NonSQ,2,948 days 10:23:52,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0,fineract
1026,113571298,apache/fineract-cn-anubis,Java,85,7,NonSQ,6,949 days 11:43:21,1,3 days 05:28:36,3 days 05:28:36,0,2,0,NaT,NaT,1,NaT,NaT,0,fineract
1034,113571845,apache/fineract-cn-group,Java,53,8,NonSQ,2,944 days 17:53:44,0,NaT,NaT,0,0,1,190 days 02:10:05,190 days 02:10:05,1,NaT,NaT,0,fineract
1036,113677289,apache/maven-file-management,Java,150,16,NonSQ,8,5355 days 21:59:21,7,26 days 00:50:23.428571428,0 days 05:06:41,1,6,0,NaT,NaT,0,NaT,NaT,0,maven
1037,113677894,apache/maven-acr-plugin,Java,132,10,NonSQ,2,3449 days 02:00:50,1,122 days 01:07:28,122 days 01:07:28,3,0,0,NaT,NaT,2,NaT,NaT,0,maven
1038,113677956,apache/maven-antrun-plugin,Java,368,25,NonSQ,47,5553 days 14:30:25,8,27 days 07:52:06.875000,20 days 01:54:54,3,11,15,91 days 01:22:04,23 days 07:44:28,9,63 days 17:29:57.125000,3 days 05:49:34,16,maven
1039,113677984,apache/maven-assembly-plugin,Java,1209,29,NonSQ,56,5727 days 23:38:10,10,14 days 11:32:16.300000,0 days 01:14:51,67,22,23,82 days 08:42:15.434782609,21 days 23:59:49,79,67 days 21:09:59.134782609,21 days 22:44:58,39,maven
1040,113678014,apache/maven-changelog-plugin,Java,245,19,NonSQ,3,5190 days 20:10:10,0,NaT,NaT,10,0,0,NaT,NaT,12,NaT,NaT,0,maven
1041,113678030,apache/maven-changes-plugin,Java,690,22,NonSQ,11,5145 days 09:44:26,7,868 days 01:16:12.142857136,762 days 06:14:37,33,3,2,61 days 13:07:40.500000,61 days 13:07:40.500000,30,-807 days +11:51:28.357142864,-701 days +06:53:03.500000,6,maven
1042,113678060,apache/maven-checkstyle-plugin,Java,687,37,NonSQ,45,5631 days 20:47:29,12,333 days 04:02:03.916666668,323 days 17:37:00,41,11,22,17 days 10:38:52.454545454,6 days 05:12:35,38,-316 days +06:36:48.537878786,-318 days +11:35:35,28,maven
1043,113678093,apache/maven-clean-plugin,Java,310,21,NonSQ,32,6096 days 02:22:39,3,955 days 04:36:26.333333328,1162 days 15:05:29,3,1,4,54 days 13:25:22,48 days 15:18:00,7,-901 days +08:48:55.666666672,-1114 days +00:12:31,5,maven
1044,113678112,apache/maven-compiler-plugin,Java,667,38,NonSQ,134,6062 days 20:47:17,5,119 days 05:04:47.400000,35 days 07:09:46,71,26,45,126 days 04:26:43.555555556,21 days 23:59:34,75,6 days 23:21:56.155555556,-14 days +16:49:48,51,maven
1045,113678133,apache/maven-dependency-plugin,Java,1022,43,NonSQ,136,5379 days 10:55:15,84,279 days 02:41:30.297619048,2 days 20:55:42,126,86,84,117 days 01:34:32.571428572,8 days 02:17:04,163,-163 days +22:53:02.273809524,5 days 05:21:22,84,maven
1046,113678153,apache/maven-deploy-plugin,Java,424,28,NonSQ,20,5788 days 05:07:01,23,394 days 09:08:42.391304348,257 days 14:22:52,40,14,17,874 days 20:28:21.823529408,193 days 07:35:20,33,480 days 11:19:39.432225060,-65 days +17:12:28,11,maven
1047,113678167,apache/maven-doap-plugin,Java,245,18,NonSQ,3,5155 days 18:39:13,0,NaT,NaT,1,1,0,NaT,NaT,5,NaT,NaT,0,maven
1048,113678215,apache/maven-docck-plugin,Java,131,17,NonSQ,7,5150 days 13:36:09,1,257 days 21:24:25,257 days 21:24:25,1,0,0,NaT,NaT,1,NaT,NaT,0,maven
1049,113678234,apache/maven-ear-plugin,Java,599,28,NonSQ,36,5657 days 20:37:34,48,298 days 06:18:34.916666668,4 days 19:34:36,13,41,48,104 days 19:49:05.812500,2 days 03:07:24.500000,19,-194 days +13:30:30.895833332,-3 days +07:32:48.500000,41,maven
1050,113678251,apache/maven-ejb-plugin,Java,356,21,NonSQ,13,5774 days 04:20:32,6,51 days 05:46:48.500000,11 days 21:30:52,4,6,1,0 days 00:42:58,0 days 00:42:58,4,-52 days +18:56:09.500000,-12 days +03:12:06,1,maven
1051,113678275,apache/maven-gpg-plugin,Java,244,23,NonSQ,26,5062 days 15:06:31,0,NaT,NaT,11,0,22,441 days 18:30:54.818181816,16 days 00:06:04.500000,12,NaT,NaT,22,maven
1052,113678287,apache/maven-help-plugin,Java,331,23,NonSQ,80,5534 days 09:41:12,1,126 days 05:40:05,126 days 05:40:05,7,1,18,33 days 16:29:58.277777778,11 days 11:22:18,15,-93 days +10:49:53.277777778,-115 days +05:42:13,24,maven
1053,113678303,apache/maven-install-plugin,Java,373,22,NonSQ,35,6033 days 01:10:14,2,549 days 19:44:48,549 days 19:44:48,13,3,33,284 days 16:29:47,6 days 02:02:42,15,-266 days +20:44:59,-544 days +06:17:54,31,maven
1054,113678320,apache/maven-invoker-plugin,Java,688,24,NonSQ,111,5129 days 12:03:34,16,68 days 03:30:27.812500,20 days 04:31:26.500000,17,21,37,27 days 22:56:20.216216216,3 days 12:27:08,15,-41 days +19:25:52.403716216,-17 days +07:55:41.500000,44,maven
1055,113678351,apache/maven-jar-plugin,Java,480,27,NonSQ,44,6105 days 13:16:30,8,2 days 02:37:47.750000,0 days 01:05:59,12,11,17,121 days 11:55:34,6 days 07:38:09,15,119 days 09:17:46.250000,6 days 06:32:10,16,maven
1056,113678386,apache/maven-jarsigner-plugin,Java,161,14,NonSQ,3,4061 days 03:12:16,0,NaT,NaT,9,2,0,NaT,NaT,12,NaT,NaT,0,maven
1057,113678408,apache/maven-javadoc-plugin,Java,1129,52,NonSQ,139,5632 days 11:51:19,20,36 days 19:59:37.200000,2 days 08:48:06.500000,68,28,37,37 days 15:33:44.189189189,5 days 15:32:16,50,0 days 19:34:06.989189189,3 days 06:44:09.500000,47,maven
1058,113678447,apache/maven-jdeprscan-plugin,Java,21,4,NonSQ,5,1050 days 00:56:05,1,257 days 00:52:05,257 days 00:52:05,1,0,0,NaT,NaT,1,NaT,NaT,0,maven
1059,113678490,apache/maven-jdeps-plugin,Java,86,7,NonSQ,4,2032 days 11:24:24,0,NaT,NaT,8,0,2,1 days 11:43:39,1 days 11:43:39,10,NaT,NaT,2,maven
1060,113678532,apache/maven-jlink-plugin,Java,144,13,NonSQ,60,1548 days 16:57:42,38,94 days 02:12:52.500000,9 days 21:57:25.500000,8,34,13,72 days 03:05:59.384615385,59 days 22:55:26,14,-22 days +00:53:06.884615385,50 days 00:58:00.500000,13,maven
1062,113678591,apache/maven-linkcheck-plugin,Java,146,15,NonSQ,2,4588 days 20:52:44,0,NaT,NaT,10,0,0,NaT,NaT,11,NaT,NaT,0,maven
1063,113678613,apache/maven-patch-plugin,Java,145,15,NonSQ,2,4796 days 19:22:20,0,NaT,NaT,6,0,0,NaT,NaT,6,NaT,NaT,0,maven
1064,113678630,apache/maven-pmd-plugin,Java,665,30,NonSQ,122,5628 days 13:51:32,22,46 days 00:55:11.863636363,3 days 17:15:54.500000,17,24,45,17 days 13:06:11.844444444,5 days 04:16:38,16,-29 days +12:10:59.980808081,1 days 11:00:43.500000,45,maven
1065,113678674,apache/maven-project-info-reports-plugin,Java,942,33,NonSQ,44,5638 days 08:48:15,12,45 days 09:04:53.500000,0 days 01:07:36,3,13,11,33 days 03:58:52,3 days 06:12:14,6,-13 days +18:53:58.500000,3 days 05:04:38,12,maven
1066,113678697,apache/maven-rar-plugin,Java,224,18,NonSQ,11,5497 days 10:04:45,0,NaT,NaT,1,0,3,184 days 03:39:28,272 days 03:02:01,3,NaT,NaT,1,maven
1067,113678739,apache/maven-remote-resources-plugin,Java,335,19,NonSQ,21,5077 days 23:01:26,0,NaT,NaT,8,0,17,40 days 17:18:45.352941176,6 days 00:09:50,11,NaT,NaT,21,maven
1068,113678772,apache/maven-resources-plugin,Java,471,22,NonSQ,22,6055 days 23:16:38,17,445 days 20:48:20.588235296,6 days 05:14:36,12,15,10,45 days 14:17:08.800000,29 days 01:05:34,17,-401 days +17:28:48.211764704,22 days 19:50:58,17,maven
1070,113678816,apache/maven-scm-publish-plugin,Java,201,12,NonSQ,5,3036 days 09:46:56,3,1222 days 08:40:40.666666672,1406 days 14:24:24,3,1,2,0 days 00:45:08.500000,0 days 00:45:08.500000,4,-1223 days +16:04:27.833333328,-1407 days +10:20:44.500000,4,maven
1071,113678838,apache/maven-scripting-plugin,Java,16,7,NonSQ,12,1377 days 22:31:06,0,NaT,NaT,3,0,0,NaT,NaT,4,NaT,NaT,1,maven
1072,113678857,apache/maven-shade-plugin,Java,575,44,NonSQ,79,4896 days 22:52:53,24,9 days 04:15:03.666666666,2 days 09:09:57.500000,76,32,44,113 days 12:28:00.409090910,12 days 17:38:34.500000,118,104 days 08:12:56.742424244,10 days 08:28:37,43,maven
1073,113678874,apache/maven-source-plugin,Java,339,24,NonSQ,8,5666 days 15:54:04,1,0 days 06:02:03,0 days 06:02:03,6,2,0,NaT,NaT,6,NaT,NaT,0,maven
1074,113678888,apache/maven-stage-plugin,Java,132,18,NonSQ,4,5010 days 18:18:17,5,50 days 23:41:21.800000,0 days 03:22:03,4,12,0,NaT,NaT,11,NaT,NaT,0,maven
1075,113678929,apache/maven-toolchains-plugin,Java,156,18,NonSQ,11,4836 days 01:20:57,3,0 days 09:21:37.666666666,0 days 13:34:38,2,3,3,10 days 15:21:24.333333333,0 days 00:16:08,6,10 days 05:59:46.666666667,-1 days +10:41:30,6,maven
1076,113678950,apache/maven-verifier-plugin,Java,169,19,NonSQ,2,5643 days 09:38:31,1,0 days 23:39:20,0 days 23:39:20,6,2,0,NaT,NaT,7,NaT,NaT,0,maven
1077,113678969,apache/maven-war-plugin,Java,713,26,NonSQ,24,5657 days 23:37:09,7,8 days 23:05:23,5 days 05:20:12,12,9,2,16 days 14:54:09,16 days 14:54:09,16,7 days 15:48:46,11 days 09:33:57,10,maven
1079,114619105,apache/kyuubi,Scala,642,8,NonSQ,2012,1109 days 09:37:55,29,265 days 15:27:22.862068964,18 days 05:19:47,25,26,892,14 days 03:39:15.178251121,1 days 10:56:12.500000,177,-252 days +12:11:52.316182157,-17 days +05:36:25.500000,1005,kyuubi
1081,114859883,apache/plc4x,Java,3631,41,SQ,2872,1171 days 02:25:51,44,20 days 16:07:11.954545454,2 days 11:54:31.500000,3,48,217,5 days 10:28:35.940092165,0 days 08:03:38,14,-16 days +18:21:23.985546711,-3 days +20:09:06.500000,305,plc4x
1082,115813211,apache/maven-sources,,54,3,NonSQ,14,960 days 23:39:01,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,1,maven
1083,115990250,apache/maven-archetypes,Java,354,17,NonSQ,8,5845 days 16:24:19,4,103 days 19:21:59.750000,62 days 07:43:44.500000,6,4,1,0 days 02:54:01,0 days 02:54:01,11,-104 days +07:32:01.250000,-63 days +19:10:16.500000,1,maven
1084,116109319,apache/commons-statistics,Java,175,6,NonSQ,474,1026 days 22:14:12,0,NaT,NaT,26,3,16,501 days 23:35:32.625000,9 days 06:08:14.500000,18,NaT,NaT,12,commons
1085,116232196,apache/maven-doxia-site,CSS,124,8,NonSQ,12,2897 days 02:42:59,1,16 days 03:13:36,16 days 03:13:36,0,1,5,71 days 06:40:24.800000,90 days 23:54:45,3,55 days 03:26:48.800000,74 days 20:41:09,6,maven
1087,116548142,apache/turbine-core,Java,2051,8,NonSQ,58,6998 days 07:49:58,0,NaT,NaT,0,0,6,54 days 00:20:10.833333333,55 days 10:26:50.500000,0,NaT,NaT,6,turbine
1088,116647217,apache/commons-release-plugin,Java,452,8,NonSQ,261,1102 days 22:29:36,29,10 days 09:46:53.586206896,0 days 10:40:34,1,28,38,1 days 18:12:36.289473684,0 days 02:33:39.500000,1,-9 days +08:25:42.703266788,-1 days +15:53:05.500000,39,commons
1089,116871699,apache/datasketches-characterization,Java,375,5,NonSQ,73,1079 days 05:35:43,1,9 days 21:52:00,9 days 21:52:00,0,1,1,0 days 00:51:38,0 days 00:51:38,0,-10 days +02:59:38,-10 days +02:59:38,1,datasketches
1090,116960765,apache/sling-org-apache-sling-serviceuser-webconsole,Java,23,4,SQ,4,955 days 01:32:17,0,NaT,NaT,0,0,0,NaT,NaT,0,NaT,NaT,0,sling
1091,117054584,apache/dubbo-admin,Java,522,45,SQ,93,1078 days 06:50:26,45,187 days 08:25:59.755555556,100 days 23:17:42,171,52,19,79 days 13:59:00.789473684,2 days 10:54:25,159,-108 days +05:33:01.033918128,-99 days +11:36:43,44,dubbo
1092,117126345,apache/mynewt-mcumgr-cli,Go,10,5,NonSQ,3,1017 days 14:48:22,5,19 days 14:11:54.200000,5 days 21:13:30,2,7,1,115 days 17:22:21,115 days 17:22:21,10,96 days 03:10:26.800000,109 days 20:08:51,2,mynewt
1093,117302788,apache/skywalking-website,CSS,387,51,NonSQ,452,1105 days 12:13:36,91,0 days 08:03:04.879120879,0 days 00:19:10,0,92,85,1 days 15:53:44.976470588,0 days 00:17:26,1,1 days 07:50:40.097349709,-1 days +23:58:16,84,skywalking
1094,117978265,apache/dubbo-spring-boot-project,Java,285,49,NonSQ,2,1061 days 02:49:12,27,10 days 17:13:14.111111111,1 days 19:47:32,21,37,1,30 days 05:20:55,30 days 05:20:55,44,19 days 12:07:40.888888889,28 days 09:33:23,1,dubbo
1096,121096466,apache/camel-website,CSS,1063,55,NonSQ,743,1052 days 11:02:24,112,6 days 01:25:13.580357142,0 days 11:33:53,8,105,89,5 days 10:21:03.640449438,0 days 14:01:27,18,-1 days +08:55:50.060092296,0 days 02:27:34,90,camel
1097,121366401,apache/cordova,,24,9,NonSQ,17,944 days 00:32:37,37,155 days 22:09:26.729729730,0 days 05:56:23,1207,30,181,2014 days 19:44:05.961325984,1980 days 02:12:17,1172,1858 days 21:34:39.231596254,1979 days 20:15:54,14,cordova
1098,121604136,apache/ignite-release,Shell,18,7,NonSQ,2,980 days 01:53:33,0,NaT,NaT,0,0,0,NaT,NaT,1,NaT,NaT,0,ignite
1100,122565314,apache/skywalking-data-collect-protocol,Starlark,102,17,NonSQ,40,1028 days 09:40:51,13,0 days 02:40:06.923076923,0 days 00:12:09,0,13,6,0 days 00:42:26,0 days 00:50:01.500000,0,-1 days +22:02:19.076923077,0 days 00:37:52.500000,6,skywalking
